taxonKey,taxonID,scientificName,kingdom,taxonRank
160884169,86813,Lepidium didymum L.,Plantae,SPECIES
160884170,86827,"Macropsis eleagni Emeljanov, 1964",Animalia,SPECIES
160884171,86784,Iberis amara L.,Plantae,SPECIES
160884172,86800,"Japananus hyalinus (Osborn, 1900)",Animalia,SPECIES
160884173,86785,Iberis umbellata L.,Plantae,SPECIES
160884175,86812,Lepidium densiflorum Schrad.,Plantae,SPECIES
160884176,87088,"Unaspis euonymi (Comstock, 1881)",Animalia,SPECIES
160884177,86725,Eruca vesicaria (L.) Cav.,Plantae,SPECIES
160884178,86958,"Pseudaulacaspis pentagona (Targioni Tozzetti, 1886)",Animalia,SPECIES
160884179,86726,Erucastrum gallicum (Willd.) O.E.Schulz,Plantae,SPECIES
160884180,86691,"Diaspidiotus perniciosus (Comstock, 1881)",Animalia,SPECIES
160884181,86727,Erucastrum nasturtiifolium (Poir.) O.E.Schulz,Plantae,SPECIES
160884183,86693,Diplotaxis viminea (L.) DC.,Plantae,SPECIES
160884184,86664,"Corythucha arcuata (Say, 1832)",Animalia,SPECIES
160884185,86692,Diplotaxis erucoides (L.) DC.,Plantae,SPECIES
160884186,86665,"Corythucha ciliata (Say, 1832)",Animalia,SPECIES
160884187,86621,Capsella rubella Reut.,Plantae,SPECIES
160884189,86617,Camelina sativa (L.) Crantz,Plantae,SPECIES
160884190,86930,"Pineus strobi (Hartig, 1839)",Animalia,SPECIES
160884191,86596,Brassica napus L.,Plantae,SPECIES
160884192,86506,"Adelges cooleyi (Gillette, 1907)",Animalia,SPECIES
160884193,86595,Brassica juncea (L.) Czern.,Plantae,SPECIES
160884194,86507,"Adelges nordmannianae (Eckstein, 1890)",Animalia,SPECIES
160884195,86598,Brassica rapa L.,Plantae,SPECIES
160884197,86597,Brassica nigra (L.) W.D.J.Koch,Plantae,SPECIES
160884199,86589,Biscutella auriculata L.,Plantae,SPECIES
5020078,87110,"Xyleborus germanus Blandford, 1894",Animalia,SPECIES
160884201,86561,"Armoracia rusticana P.Gaertn., B.Mey. & Scherb.",Plantae,SPECIES
160884204,86911,"Perigona nigriceps (Dejean, 1831)",Animalia,SPECIES
160884207,86817,Lindernia dubia (L.) Pennell,Plantae,SPECIES
160884208,87080,"Trichoferus campestris (Faldermann, 1835)",Animalia,SPECIES
160884210,86869,"Neoclytus acuminatus (Fabricius, 1775)",Animalia,SPECIES
160884211,86747,Fraxinus pennsylvanica Marshall,Plantae,SPECIES
160884213,86746,Fraxinus americana L.,Plantae,SPECIES
160884214,86892,"Ozognathus cornutus (LeConte, 1859)",Animalia,SPECIES
160884218,86758,"Glischrochilus quadrisignatus (Say, 1835)",Animalia,SPECIES
2927192,86843,Mentha arvensis L.,Plantae,SPECIES
160884221,87059,Stachys byzantina K.Koch,Plantae,SPECIES
160884222,86761,"Harmonia axyridis (Pallas, 1773)",Animalia,SPECIES
160884223,87005,Salvia sclarea L.,Plantae,SPECIES
160884225,87006,Salvia splendens Sellow ex Nees,Plantae,SPECIES
160884227,87007,Salvia verbenaca L.,Plantae,SPECIES
6275970,86501,"Dactylispa pallidipennis (Motschulsky, 1861)",Animalia,SPECIES
160884229,87008,Satureja hortensis L.,Plantae,SPECIES
160884230,86838,"Megabruchidius dorsalis (Fåhraeus, 1839)",Animalia,SPECIES
160884231,87004,Salvia reflexa Hornem.,Plantae,SPECIES
160884232,86839,"Megabruchidius tonkineus (Pic, 1904)",Animalia,SPECIES
160884233,86912,Perilla frutescens (L.) Britton,Plantae,SPECIES
160884234,86602,"Bruchidius siliquastri Delobel, 2007",Animalia,SPECIES
160884235,86878,Ocimum basilicum L.,Plantae,SPECIES
160884236,86603,"Bruchidius terrenus (Sharp, 1886)",Animalia,SPECIES
160884237,86846,Mentha ×villosa Huds.,Plantae,SPECIES
160884238,86500,"Acanthoscelides obtectus (Say, 1831)",Animalia,SPECIES
160884239,86842,Melissa officinalis L.,Plantae,SPECIES
160884240,86845,Mentha spicata L.,Plantae,SPECIES
160884241,86844,Mentha ×piperita L.,Plantae,SPECIES
160884242,86749,Galeopsis segetum Neck.,Plantae,SPECIES
160884243,86712,Elsholtzia ciliata (Thunb.) Hyl.,Plantae,SPECIES
160884244,86696,Dracocephalum moldavica L.,Plantae,SPECIES
