taxonKey,taxonID,scientificName,taxonomicStatus,acceptedKey,acceptedName,acceptedTaxonRank,acceptedKingdom
160844746,60043,"Aplysia parvula MÃ¶rch, 1863",,,"Aplysia parvula MÃ¶rch, 1863",,
160844748,60042,"Aplysia dactylomela Rang, 1828",ACCEPTED,5191262,"Aplysia dactylomela Rang, 1828",SPECIES,Animalia
160844751,60153,Halophila stipulacea Asch.,ACCEPTED,5329631,Halophila stipulacea (Forssk.) Asch.,SPECIES,Plantae
160844754,60154,Halophila stipulacea Asch.,ACCEPTED,5329631,Halophila stipulacea (Forssk.) Asch.,SPECIES,Plantae
160844757,60283,"Watersipora arcuata Banta, 1969",ACCEPTED,1005671,"Watersipora arcuata Banta, 1969",SPECIES,Animalia
160844758,60289,Zantedeschia aethiopica Spreng.,ACCEPTED,2868827,Zantedeschia aethiopica (L.) Spreng.,SPECIES,Plantae
160844760,60170,Lemna minor L.,ACCEPTED,2867589,Lemna minor L.,SPECIES,Plantae
160844761,60084,"Celleporaria aperta (Hincks, 1882)",ACCEPTED,1004629,"Celleporaria aperta (Hincks, 1882)",SPECIES,Animalia
160844762,60171,Lemna minuta Kunth,ACCEPTED,2867614,Lemna minuta Kunth,SPECIES,Plantae
160844763,60085,"Celleporaria brunnea (Hincks, 1884)",ACCEPTED,1004642,"Celleporaria brunnea (Hincks, 1884)",SPECIES,Animalia
160844764,60104,Colocasia esculenta (L.) Schott,ACCEPTED,5330776,Colocasia esculenta (L.) Schott,SPECIES,Plantae
160844765,60086,"Celleporaria pilaefera (Canu & Bassler, 1929)",ACCEPTED,1004698,"Celleporaria pilaefera (Canu & Bassler, 1929)",SPECIES,Animalia
160844768,60027,Althenia orientalis (Tzvelev) P.García Murillo & Talavera,ACCEPTED,7286912,Althenia orientalis (Tzvelev) García-Mur. & Talavera,SPECIES,Plantae
160844770,60037,"Amathia verticillata (delle Chiaje, 1822)",ACCEPTED,7446481,"Amathia verticillata (delle Chiaje, 1822)",SPECIES,Animalia
160844775,60165,Iris xiphium L.,ACCEPTED,5297966,Iris xiphium L.,SPECIES,Plantae
160844777,60164,Iris albicans Lange,SYNONYM,5298079,Iris florentina L.,SPECIES,Plantae
160844779,60147,Freesia leichtlinii Klatt,ACCEPTED,2747079,Freesia leichtlinii Klatt,SPECIES,Plantae
160844780,60268,"Spinocalanus terranovae Damkaer, 1975",ACCEPTED,2114888,"Spinocalanus terranovae Damkaer, 1975",SPECIES,Animalia
160844781,60148,Freesia refracta (Jacq.) Klatt,ACCEPTED,2747084,Freesia refracta (Jacq.) Klatt,SPECIES,Plantae
160844783,60146,Freesia alba hort. ex Baker,ACCEPTED,8246227,"Freesia alba hort. ex Baker, 1892",SPECIES,Plantae
160844785,60095,Chasmanthe floribunda (Salisb.) N.E.Br.,ACCEPTED,2744155,Chasmanthe floribunda (Salisb.) N.E.Br.,SPECIES,Plantae
160844789,60187,Megabalanus tintinnabulum tintinnabulum,ACCEPTED,5720321,Megabalanus tintinnabulum tintinnabulum,SUBSPECIES,Animalia
160844790,60195,Narcissus papyraceus Ker Gawl.,ACCEPTED,2858739,Narcissus papyraceus Ker Gawl.,SPECIES,Plantae
160844792,60199,Nothoscordum borbonicum Kunth,ACCEPTED,2855486,Nothoscordum ×borbonicum Kunth,SPECIES,Plantae
160844794,60026,Allium sativum L.,ACCEPTED,2856681,Allium sativum L.,SPECIES,Plantae
160844796,60023,Allium cepa L.,ACCEPTED,2857697,Allium cepa L.,SPECIES,Plantae
160844797,60126,"Dosima fascicularis (Ellis & Solander, 1786)",ACCEPTED,2113862,"Dosima fascicularis (Ellis & Solander, 1786)",SPECIES,Animalia
160844798,60025,Allium porrum,HETEROTYPIC_SYNONYM,2857444,Allium obliquum L.,SPECIES,Plantae
160844800,60024,Allium neapolitanum Cirillo,ACCEPTED,2856348,Allium neapolitanum Cirillo,SPECIES,Plantae
160844804,60212,"Paracerceis sculpta (Holmes, 1904)",ACCEPTED,2206602,"Paracerceis sculpta (Holmes, 1904)",SPECIES,Animalia
160844805,60253,Ruscus hypophyllum L.,ACCEPTED,2769757,Ruscus hypophyllum L.,SPECIES,Plantae
160844807,60288,Yucca gloriosa L.,ACCEPTED,2775619,Yucca gloriosa L.,SPECIES,Plantae
160844808,60214,"Paranthura japonica Richardson, 1909",ACCEPTED,2208629,"Paranthura japonica Richardson, 1909",SPECIES,Animalia
160844809,60053,Asparagus asparagoides Druce,ACCEPTED,2768367,Asparagus asparagoides (L.) Druce,SPECIES,Plantae
160844811,60054,Asparagus officinalis L.,ACCEPTED,2768885,Asparagus officinalis L.,SPECIES,Plantae
160844812,60189,"Mesanthura romulea Poore & Lew Ton, 1986",ACCEPTED,2212511,"Mesanthura romulea Poore & Lew Ton, 1986",SPECIES,Animalia
160844813,60052,Asparagus africanus Lam.,ACCEPTED,2768551,Asparagus africanus Lam.,SPECIES,Plantae
160844815,60018,Agave americana L.,ACCEPTED,2767031,Agave americana L.,SPECIES,Plantae
160844817,60019,Agave sisalana Perrine,ACCEPTED,2766636,Agave sisalana Perrine,SPECIES,Plantae
160844818,60133,"Erugosquilla massavensis (Kossmann, 1880)",ACCEPTED,4316681,"Erugosquilla massavensis (Kossmann, 1880)",SPECIES,Animalia
160844824,60270,"Stenothoe georgiana Bynum & Fox, 1977",ACCEPTED,2216566,"Stenothoe georgiana Bynum & Fox, 1977",SPECIES,Animalia
160844826,60280,Vitis vinifera L.,ACCEPTED,5372392,Vitis vinifera L.,SPECIES,Plantae
160844827,60117,"Cymadusa filosa Savigny, 1816",ACCEPTED,2216329,"Cymadusa filosa Savigny, 1816",SPECIES,Animalia
160844831,60071,"Caprella scaura Templeton, 1836",ACCEPTED,5178082,"Caprella scaura Templeton, 1836",SPECIES,Animalia
160844833,60209,Oxalis pes-caprae L.,ACCEPTED,2891661,Oxalis pes-caprae L.,SPECIES,Plantae
160844836,60237,"Pontastacus leptodactylus (Eschscholtz, 1823)",ACCEPTED,8946295,"Pontastacus leptodactylus (Eschscholtz, 1823)",SPECIES,Animalia
160844839,60279,Vinca major L.,ACCEPTED,3169708,Vinca major L.,SPECIES,Plantae
