taxonKey,nubKey,taxonID,scientificName,acceptedKey,accepted,kingdom,taxonRank
163315992,4934466,176171,Cephalaria transsylvanica (L.) Schrad. ex Roem. & Schult.,,,Plantae,species
163315993,1326634,176382,"Hypoponera punctatissima (Roger, 1859)",,,Animalia,species
163315998,2882404,176175,Ceratophyllum submersum L.,,,Plantae,species
163315999,1032757,176350,"Gliricola porcelli (Schrank, 1781)",,,Animalia,species
163316007,1032054,176353,"Goniocotes gallinae (de Geer, 1778)",,,Animalia,species
163316012,2932737,176682,Solanum dulcamara L.,,,Plantae,species
163316013,1849209,176680,"Sitotroga cerealella (Olivier, 1789)",,,Animalia,species
163316014,2929505,176685,Solanum villosum Mill.,,,Plantae,species
163316015,5121979,176532,"Pectinophora gossypiella (Saunders, 1844)",,,Animalia,species
163316016,2930933,176683,Solanum heterodoxum Dunal,,,Plantae,species
163316017,1852118,176549,"Phthorimaea operculella (Zeller, 1873)",,,Animalia,species
163316018,9150405,176684,Solanum nigrum L.,,,Plantae,species
163316020,5341754,176496,Nicandra physalodes (L.) Gaertn.,,,Plantae,species
163316021,2928835,176447,Lycium barbarum L.,,,Plantae,species
163316022,1857577,176722,"Trichophaga tapetzella (Linnaeus, 1758)",,,Animalia,species
163316023,2928978,176378,Hyoscyamus niger L.,,,Plantae,species
163316024,1857626,176714,"Tineola bisselliella (Hummel, 1823)",,,Animalia,species
163316025,2928979,176377,Hyoscyamus albus L.,,,Plantae,species
163316026,1857068,176506,"Opogona sacchari (Bojer, 1856)",,,Animalia,species
163316027,2928751,176241,Datura stramonium L.,,,Plantae,species
163316030,1817797,176379,"Hyphantria cunea (Drury, 1773)",,,Animalia,species
163316034,1873079,176565,"Plodia interpunctella (Hübner, 1813)",,,Animalia,species
163316035,2928390,176216,Convolvulus arvensis L.,,,Plantae,species
163316036,1878470,176276,"Ephestia elutella (Hübner, 1796)",,,Animalia,species
163316037,7324560,176217,Convolvulus betonicifolius Mill.,,,Plantae,species
163316038,1878490,176277,"Ephestia kuehniella Zeller, 1879",,,Animalia,species
163316039,2927518,176234,Cuscuta epithymum (L.) L.,,,Plantae,species
163316040,1873903,176141,"Cadra figulilella (Gregson, 1871)",,,Animalia,species
163316041,2927530,176233,Cuscuta epilinum Weihe,,,Plantae,species
163316042,1873890,176140,"Cadra cautella (Walker, 1863)",,,Animalia,species
163316043,3678256,176235,Cuscuta lupuliformis Krock.,,,Plantae,species
163316044,2928441,176146,Calystegia sepium (L.) R.Br.,,,Plantae,species
163316049,2000152,176537,"Periplaneta americana (Linnaeus, 1758)",,,Animalia,species
163316050,2874655,176666,Sicyos angulatus L.,,,Plantae,species
163316051,5151589,176115,"Blatta orientalis Linnaeus, 1758",,,Animalia,species
163316052,2874680,176262,Ecballium elaterium (L.) A.Rich.,,,Plantae,species
163316054,5331404,176265,Echinocystis lobata (Michx.) Torr. & A.Gray,,,Plantae,species
163316056,2874622,176202,Citrullus colocynthis (L.) Schrad.,,,Plantae,species
163316057,1553410,176441,"Liriomyza huidobrensis (Blanchard, 1926)",,,Animalia,species
163316058,2874621,176203,Citrullus lanatus (Thunb.) Matsum. & Nakai,,,Plantae,species
163316060,2874497,176134,Bryonia alba L.,,,Plantae,species
163316061,5082067,176215,"Contarinia quinquenotata (Löw, 1888)",,,Animalia,species
163316062,6422396,176135,Bryonia dioica Jacq.,,,Plantae,species
163316066,1626096,176174,"Ceratitis capitata (Wiedemann, 1824)",,,Animalia,species
163316067,3040251,176616,Reseda luteola L.,,,Plantae,species
163316069,3040252,176615,Reseda lutea L.,,,Plantae,species
163316070,1651430,176016,"Aedes albopictus (Skuse, 1894)",,,Animalia,species
163316076,2020688,176701,"Stephanitis rhododendri Horváth, 1905",,,Animalia,species
163316077,3052738,176710,Thlaspi alliaceum L.,,,Plantae,species
163316079,5154481,176702,"Stictocephala bisonia Kopp & Yonke, 1977",,,Animalia,species
163316084,5164206,176561,"Planococcus citri (Risso, 1813)",,,Animalia,species
163316086,8294966,176597,"Pseudococcus viburni (Signoret, 1875)",,,Animalia,species
163316087,3041022,176075,"Armoracia rusticana P.Gaertn., B.Mey. & Scherb.",,,Plantae,species
163316088,8308049,176595,"Pseudococcus calceolariae (Maskell, 1879)",,,Animalia,species
163316089,3052436,176068,Arabidopsis thaliana (L.) Heynh.,,,Plantae,species
163316090,2095283,176596,"Pseudococcus longispinus (Targioni Tozzetti, 1867)",,,Animalia,species
163316091,3050364,176138,Bunias orientalis L.,,,Plantae,species
163316093,3050357,176137,Bunias erucago L.,,,Plantae,species
163316094,2020879,176448,"Lyctocoris campestris (Fabricius, 1794)",,,Animalia,species
163316095,3042888,176121,Brassica elongata Ehrh.,,,Plantae,species
163316097,3042751,176122,Brassica juncea (L.) Czern.,,,Plantae,species
163316098,2080592,176383,"Icerya purchasi Maskell, 1879",,,Animalia,species
163316099,3042636,176123,Brassica napus L.,,,Plantae,species
163316101,3042658,176124,Brassica nigra (L.) W.D.J.Koch,,,Plantae,species
163316102,5712981,176208,"Coccus hesperidum Linnaeus, 1758",,,Animalia,species
163316103,7903057,176125,Brassica rapa L.,,,Plantae,species
