taxonKey,nubKey,taxonID,scientificName,acceptedKey,accepted,kingdom,taxonRank
148693840,2965732,20695,Glycyrrhiza glabra L.,,,Plantae,
148693842,5360150,20680,Faidherbia albida (Delile) A.Chev.,,,Plantae,
148693843,1382851,20966,"Semielacher petiolata (Girault, 1915)",,,Animalia,
148693844,1381201,20605,"Cirrospilus ingenuus Gahan, 1932",,,Animalia,
148693845,2947311,20603,Cicer arietinum L.,,,Plantae,
148693847,5353590,20584,Cercis siliquastrum L.,,,Plantae,
148693848,1325436,20850,"Paratrechina vividula (Nylander, 1846)",,,Animalia,
148693849,1317123,20561,"Cardiocondyla mauritanica Forel, 1890",,,Animalia,
148693850,2958650,20556,Caesalpinia gilliesii (Hook.) D.Dietr.,,,Plantae,
148693851,1317104,20562,"Cardiocondyla nuda (Mayr, 1866)",,,Animalia,
148693852,2972983,20478,Albizia julibrissin Durazz.,,,Plantae,
148693854,2978552,20463,Acacia saligna (Labill.) H.L.Wendl.,,,Plantae,
148693855,1365557,20659,"Encarsia lounsburyi (Berlese & Paoli, 1916)",,,Animalia,
148693856,1364625,20510,"Aphytis holoxanthus DeBach, 1960",,,Animalia,
148693857,2981177,20462,Acacia ligulata A.Cunn. ex Benth.,,,Plantae,
148693858,1364769,20509,"Aphytis diaspidis (Howard, 1881)",,,Animalia,
148693859,1364710,20512,"Aphytis lingnanensis Compere, 1955",,,Animalia,
148693861,1364679,20511,"Aphytis lepidosaphes Compere, 1955",,,Animalia,
