taxonKey,nubKey,taxonID,scientificName,acceptedKey,accepted,kingdom,taxonRank
160884169,5377060,86813,Lepidium didymum L.,,,Plantae,species
160884170,2039876,86827,"Macropsis eleagni Emeljanov, 1964",,,Animalia,species
160884171,5377163,86784,Iberis amara L.,,,Plantae,species
160884172,2029899,86800,"Japananus hyalinus Osborn, 1900",,,Animalia,species
160884173,5377303,86785,Iberis umbellata L.,,,Plantae,species
160884175,5377064,86812,Lepidium densiflorum Schrad.,,,Plantae,species
160884176,2088481,87088,"Unaspis euonymi (Comstock, 1881)",,,Animalia,species
160884177,5375920,86725,Eruca vesicaria (L.) Cav.,,,Plantae,species
160884178,8321970,86958,"Pseudaulacaspis pentagona (Targioni Tozzetti, 1886)",,,Animalia,species
160884179,5375547,86726,Erucastrum gallicum O.E.Schulz,,,Plantae,species
160884180,2086988,86691,"Diaspidiotus perniciosus (Comstock, 1881)",,,Animalia,species
160884181,5375555,86727,Erucastrum nasturtiifolium O.E.Schulz,,,Plantae,species
160884183,5376357,86693,Diplotaxis viminea DC.,,,Plantae,species
160884184,2020671,86664,"Corythucha arcuata (Say, 1832)",,,Animalia,species
160884185,5376309,86692,Diplotaxis erucoides DC.,,,Plantae,species
160884186,2020655,86665,"Corythucha ciliata (Say, 1832)",,,Animalia,species
160884187,5375425,86621,Capsella rubella Reut.,,,Plantae,species
160884189,9073641,86617,Camelina sativa Crantz,,,Plantae,species
160884190,2049607,86930,"Pineus strobi (Hartig, 1839)",,,Animalia,species
160884191,3042636,86596,Brassica napus L.,,,Plantae,species
160884192,2049732,86506,"Adelges cooleyi (Gillette, 1907)",,,Animalia,species
160884193,3042751,86595,Brassica juncea (L.) Czern.,,,Plantae,species
160884194,2049747,86507,"Adelges nordmannianae (Eckstein, 1890)",,,Animalia,species
160884195,7903057,86598,Brassica rapa L.,,,Plantae,species
160884197,3042658,86597,Brassica nigra (L.) W.D.J.Koch,,,Plantae,species
160884199,3041875,86589,Biscutella auriculata L.,,,Plantae,species
160884200,9134964,87110,"Xylosandrus germanus Blandford, 1894",,,Animalia,species
