taxonID,taxonKey,scientificName,action,acceptedKey,accepted
32133,148742703,Centranthus ruber (All.) Lam. & DC.,scientificName_replaced_by_backbone_name,,
32135,148742704,Cephalaria syriaca Schrad.,scientificName_replaced_by_backbone_name,,
32108,148742710,Celastrus orbiculatus C.P.Thunberg ex A.Murray,not_matched_with_backbone,,
32708,148742716,Henschoutedenia felexivitta,not_matched_with_backbone,,
31961,148742717,"Blaberus atropos Lopes & Oliveira, 2013",scientificName_replaced_by_backbone_name,,
33132,148742718,Nicotiana ×sanderae W.Watson,merged_with_accepted,201358209,Nicotiana alata x forgetiana
31962,148742719,"Blaberus parabolicus Walker & F., 1868",scientificName_replaced_by_backbone_name,,
33303,148742722,Petunia hybrida (Hook.fil.) Vilmorin,merged_with_accepted,201358206,Petunia atkinsiana D.Don ex Loudon
32383,148742729,Datura stramonium var. tatula (L.) Torr.,merged_with_accepted,148742728,Datura stramonium L.
33341,148742740,Physalis grisea (Waterf.) Mahinda MartÃ­nez,scientificName_replaced_by_backbone_name,,
33339,148742743,Physalis alkekengi,scientificName_replaced_by_backbone_name,,
33656,148742754,Schizanthus Ã—wisetonensis H.Low,not_matched_with_backbone,,
33764,148742760,Solanum villosum subsp. miniatum (Bernh. ex Willd.) J.M.Edmonds,scientificName_replaced_by_backbone_name,,
33748,148742771,Solanum americanum subsp. americanum,not_matched_with_backbone,,
33351,148742772,"Phytomyza syngenesiae (Hardy, 1849)",merged_with_accepted,201357960,"Chromatomyia syngenesiae (Hardy, 1849)"
32922,148742776,"Liriomyza trifolii Burgess, 1880",scientificName_replaced_by_backbone_name,,
33751,148742777,Solanum chenopodioides,scientificName_replaced_by_backbone_name,,
33752,148742778,Solanum citrullifolium A.Braun,scientificName_replaced_by_backbone_name,,
32381,148742782,Datura stramonium,merged_with_accepted,201358208,Incertae sedis
32014,148742785,Browallia viscosa Kunth,merged_with_accepted,201358207,Browallia americana L.
33760,148742787,Solanum rostratum Dun.,merged_with_accepted,201358210,Solanum angustifolium Mill.
33122,148742789,"Neocnemodon latitarsis (Egger, 1865)",merged_with_accepted,201357956,"Heringia latitarsis (Egger, 1865)"
33757,148742790,Solanum nigrum subsp. schultesii (Opiz) Wessely,merged_with_accepted,201358205,Incertae sedis
32341,148742794,"Cuscuta epithymum subsp. trifolii Simonk., 1887",merged_with_accepted,201358202,Incertae sedis
32339,148742796,Cuscuta campestris Yunck.,merged_with_accepted,201358203,Cuscuta pentagona Engelm.
32546,148742797,"Eumerus tuberculatus Rondani, 1857",merged_with_accepted,201357958,"Eumerus funeralis Meigen, 1822"
33047,148742799,Merremia sibirica Hallier f.,scientificName_replaced_by_backbone_name,,
32050,148742822,Calystegia pulchra x sepium,not_matched_with_backbone,,
32049,148742824,Calystegia pulchra Brummitt & Heywood,scientificName_replaced_by_backbone_name,,
32336,148742830,Cucurbita pepo var. ovifera (L.) Alef.,merged_with_accepted,201358116,Cucurbita melopepo Lour.
32823,148742834,Lagenaria siceraria Standl.,scientificName_replaced_by_backbone_name,,
31798,148742835,"Anisolabis annulipes Dohrn, 1864",merged_with_accepted,201358030,"Euborellia annulipes (Lucas & HF, 1847)"
32450,148742836,Ecballium elaterium A.Rich.,scientificName_replaced_by_backbone_name,,
