taxonID,countryCode,occurrenceStatus,establishmentMeans,degreeOfEstablishment,pathway,eventDate,source
https://www.gbif.org/species/1003567,BE,present,introduced,na,na,2014/2022,"https://www.gbif.org/species/206111211: Pectinatella magnifica in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1003567,CZ,present,introduced,,,,
https://www.gbif.org/species/1003567,FR,present,introduced,,,2020,
https://www.gbif.org/species/1003567,DE,present,introduced,,,2019,
https://www.gbif.org/species/1003567,LU,present,introduced,,,,
https://www.gbif.org/species/1003567,NO,present,introduced,invasive,transport - contaminant: contaminant nursery material,,
https://www.gbif.org/species/1003567,NO,present,introduced,invasive,transport - stowaway: other means of transport,,
https://www.gbif.org/species/1003567,NO,present,introduced,invasive,"transport - contaminant: contaminant on animals (except parasites, organisms transported by host/vector)",,
https://www.gbif.org/species/1003567,NO,present,introduced,invasive,transport - stowaway: ship/boat hull fouling,,
https://www.gbif.org/species/1003567,PT,present,introduced,,,,
https://www.gbif.org/species/1003588,DE,present,introduced,,,2019,
https://www.gbif.org/species/1004623,PT,present,introduced,,,,
https://www.gbif.org/species/1004629,MT,present,introduced,,,,
https://www.gbif.org/species/1004642,FR,present,introduced,,,2020,
https://www.gbif.org/species/1004642,IT,present,introduced,invasive,,,
https://www.gbif.org/species/1004642,MT,present,introduced,,,,
https://www.gbif.org/species/1004642,NO,present,introduced,invasive,transport - stowaway: ship/boat hull fouling,,
https://www.gbif.org/species/1004642,NO,present,introduced,invasive,corridors: interconnected waterways/basins/seas,,
https://www.gbif.org/species/1004642,PT,present,introduced,,,,
https://www.gbif.org/species/1004642,TR,present,introduced,,,,
https://www.gbif.org/species/1004650,CY,present,introduced,casual,hullfouling,2016/2016,"Ulman A, Ferrario J, Occhpinti-Ambrogi A, Arvanitidis C, Bandi A, Bertolino M, Bogi C, Chatzigeorgiou G, Cicek BA, Deidun A, Ramos-Espla A, Kocak C, Lorenti M, Martinez-Laiz G, Merlo G, Princisgh E, Scribano G, Marchini A (2017) A massive update of non-indigenous species records in Mediterranean marinas. PeerJ 5: e3954. https://doi.org/10.7717/peerj.3954 | EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/"
https://www.gbif.org/species/1004650,CY,present,introduced,casual,unaided,2016/2016,"Ulman A, Ferrario J, Occhpinti-Ambrogi A, Arvanitidis C, Bandi A, Bertolino M, Bogi C, Chatzigeorgiou G, Cicek BA, Deidun A, Ramos-Espla A, Kocak C, Lorenti M, Martinez-Laiz G, Merlo G, Princisgh E, Scribano G, Marchini A (2017) A massive update of non-indigenous species records in Mediterranean marinas. PeerJ 5: e3954. https://doi.org/10.7717/peerj.3954 | EASIN (2023) European Commission Joint Research Centre: European Alien Species Information Network (EASIN). https://easin.jrc.ec.europa.eu/"
https://www.gbif.org/species/1004650,CY,present,introduced,,,,
https://www.gbif.org/species/1004698,MT,present,introduced,,,,
https://www.gbif.org/species/1005022,TR,present,introduced,,,,
https://www.gbif.org/species/1005670,FR,present,introduced,,,2020,
https://www.gbif.org/species/1005671,IT,present,introduced,,,,
https://www.gbif.org/species/1005671,MT,present,introduced,,,,
https://www.gbif.org/species/1005675,FR,present,introduced,,,2020,
https://www.gbif.org/species/1005677,FR,present,introduced,,,2020,
https://www.gbif.org/species/1005677,IE,present,introduced,,,,
https://www.gbif.org/species/1005677,PT,present,introduced,,,,
https://www.gbif.org/species/1005677,PT,present,introduced,,,,
https://www.gbif.org/species/1005677,PT,present,introduced,invasive,,,
https://www.gbif.org/species/1006197,FR,present,introduced,,,2020,
https://www.gbif.org/species/1006399,RO,present,introduced,,,,
https://www.gbif.org/species/1006705,CY,present,introduced,casual,hullfouling,2016/2016,"Ulman A, Ferrario J, Occhpinti-Ambrogi A, Arvanitidis C, Bandi A, Bertolino M, Bogi C, Chatzigeorgiou G, Cicek BA, Deidun A, Ramos-Espla A, Kocak C, Lorenti M, Martinez-Laiz G, Merlo G, Princisgh E, Scribano G, Marchini A (2017) A massive update of non-indigenous species records in Mediterranean marinas. PeerJ 5: e3954. https://doi.org/10.7717/peerj.3954 | Michail C, Crocetta F, Zenetos A, Langeneck J, Tsiamis K, Tiralongo F, Kletou D, Constantinou G, Cai LL, Vasiliades L, Rousou M, Katsanevakis S, Tanduo V, Hadjieftychiou SI, Papageorgiou IV, Kleitou P (2026) Marine non-indigenous species of Cyprus: pathways, introduction dynamics, spatial patterns, and policy implications. Biological Invasions 28(97). https://doi.org/10.1007/s10530-026-03814-6"
https://www.gbif.org/species/1006705,CY,present,introduced,casual,unaided,2016/2016,"Ulman A, Ferrario J, Occhpinti-Ambrogi A, Arvanitidis C, Bandi A, Bertolino M, Bogi C, Chatzigeorgiou G, Cicek BA, Deidun A, Ramos-Espla A, Kocak C, Lorenti M, Martinez-Laiz G, Merlo G, Princisgh E, Scribano G, Marchini A (2017) A massive update of non-indigenous species records in Mediterranean marinas. PeerJ 5: e3954. https://doi.org/10.7717/peerj.3954 | Michail C, Crocetta F, Zenetos A, Langeneck J, Tsiamis K, Tiralongo F, Kletou D, Constantinou G, Cai LL, Vasiliades L, Rousou M, Katsanevakis S, Tanduo V, Hadjieftychiou SI, Papageorgiou IV, Kleitou P (2026) Marine non-indigenous species of Cyprus: pathways, introduction dynamics, spatial patterns, and policy implications. Biological Invasions 28(97). https://doi.org/10.1007/s10530-026-03814-6"
https://www.gbif.org/species/1006705,CY,present,introduced,,,,
https://www.gbif.org/species/1006752,PT,present,introduced,,,,
https://www.gbif.org/species/1006752,PT,present,introduced,,,,
https://www.gbif.org/species/1007512,BE,present,introduced,na,na,2016/2016,"https://www.gbif.org/species/157130949: Pacificincola perforata (Okada & Mawatari, 1937) in Costello, M. J.; Ahyong, S.; Bieler, R.; Boudouresque, C.; Desiderato, A.; Downey, R.; Galil, B. S.; Gollasch, S.; Hutchings, P.; Kamburska, L.; Katsanevakis, S.; Kupriyanova, E.; Lejeusne, C.; Ma, K. C. K.; Marchini, A.; Occhipinti, A.; Pagad, S.; Pino, L.; Poore, G. C. B.; Rewicz, T.; Rius, M.; Robinson, T. B.; Sobczyk, R.; Stępień, A.; Turon, X.; Valls Domedel, G.; Verleye, T.; Vieira, L. M.; Willan, R. C.; Zhan, A. (2025). World Register of Introduced Marine Species (WRiMS). Accessed at https://www.marinespecies.org/introduced on 2025-12-01. doi:10.14284/347"
https://www.gbif.org/species/1007512,FR,present,introduced,,,2020,
https://www.gbif.org/species/1007512,NO,present,introduced,,corridors: interconnected waterways/basins/seas,,
https://www.gbif.org/species/1007512,NO,present,introduced,,transport - stowaway: ship/boat hull fouling,,
https://www.gbif.org/species/1007520,IT,present,introduced,,,,
https://www.gbif.org/species/1007534,BE,present,introduced,na,na,1999/2000,"https://www.gbif.org/species/157130955: Phaeostachys spinifera (Johnston, 1847) in Costello, M. J.; Ahyong, S.; Bieler, R.; Boudouresque, C.; Desiderato, A.; Downey, R.; Galil, B. S.; Gollasch, S.; Hutchings, P.; Kamburska, L.; Katsanevakis, S.; Kupriyanova, E.; Lejeusne, C.; Ma, K. C. K.; Marchini, A.; Occhipinti, A.; Pagad, S.; Pino, L.; Poore, G. C. B.; Rewicz, T.; Rius, M.; Robinson, T. B.; Sobczyk, R.; Stępień, A.; Turon, X.; Valls Domedel, G.; Verleye, T.; Vieira, L. M.; Willan, R. C.; Zhan, A. (2025). World Register of Introduced Marine Species (WRiMS). Accessed at https://www.marinespecies.org/introduced on 2025-12-01. doi:10.14284/347"
https://www.gbif.org/species/1008610,BE,present,introduced,na,na,1999/2006,"https://www.gbif.org/species/157130989: Haplopoma graniferum (Johnston, 1847) in Costello, M. J.; Ahyong, S.; Bieler, R.; Boudouresque, C.; Desiderato, A.; Downey, R.; Galil, B. S.; Gollasch, S.; Hutchings, P.; Kamburska, L.; Katsanevakis, S.; Kupriyanova, E.; Lejeusne, C.; Ma, K. C. K.; Marchini, A.; Occhipinti, A.; Pagad, S.; Pino, L.; Poore, G. C. B.; Rewicz, T.; Rius, M.; Robinson, T. B.; Sobczyk, R.; Stępień, A.; Turon, X.; Valls Domedel, G.; Verleye, T.; Vieira, L. M.; Willan, R. C.; Zhan, A. (2025). World Register of Introduced Marine Species (WRiMS). Accessed at https://www.marinespecies.org/introduced on 2025-12-01. doi:10.14284/347"
https://www.gbif.org/species/1008612,BE,present,introduced,na,na,1999/2006,"https://www.gbif.org/species/157130988: Haplopoma impressum (Audouin, 1826) in Costello, M. J.; Ahyong, S.; Bieler, R.; Boudouresque, C.; Desiderato, A.; Downey, R.; Galil, B. S.; Gollasch, S.; Hutchings, P.; Kamburska, L.; Katsanevakis, S.; Kupriyanova, E.; Lejeusne, C.; Ma, K. C. K.; Marchini, A.; Occhipinti, A.; Pagad, S.; Pino, L.; Poore, G. C. B.; Rewicz, T.; Rius, M.; Robinson, T. B.; Sobczyk, R.; Stępień, A.; Turon, X.; Valls Domedel, G.; Verleye, T.; Vieira, L. M.; Willan, R. C.; Zhan, A. (2025). World Register of Introduced Marine Species (WRiMS). Accessed at https://www.marinespecies.org/introduced on 2025-12-01. doi:10.14284/347"
https://www.gbif.org/species/1008955,BE,present,introduced,na,na,2009/2009,"https://www.gbif.org/species/157130960: Fenestrulina delicia Winston, Hayward & Craig, 2000 in Costello, M. J.; Ahyong, S.; Bieler, R.; Boudouresque, C.; Desiderato, A.; Downey, R.; Galil, B. S.; Gollasch, S.; Hutchings, P.; Kamburska, L.; Katsanevakis, S.; Kupriyanova, E.; Lejeusne, C.; Ma, K. C. K.; Marchini, A.; Occhipinti, A.; Pagad, S.; Pino, L.; Poore, G. C. B.; Rewicz, T.; Rius, M.; Robinson, T. B.; Sobczyk, R.; Stępień, A.; Turon, X.; Valls Domedel, G.; Verleye, T.; Vieira, L. M.; Willan, R. C.; Zhan, A. (2025). World Register of Introduced Marine Species (WRiMS). Accessed at https://www.marinespecies.org/introduced on 2025-12-01. doi:10.14284/347"
https://www.gbif.org/species/1008955,BE,present,introduced,na,na,2009/2012,"https://www.gbif.org/species/206112912: Fenestrulina delicia in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1008955,FR,present,introduced,,,2020,
https://www.gbif.org/species/1008955,NO,present,introduced,invasive,corridors: interconnected waterways/basins/seas,2022,
https://www.gbif.org/species/1008955,NO,present,introduced,invasive,transport - stowaway: ship/boat hull fouling,2022,
https://www.gbif.org/species/1009044,CY,present,introduced,casual,hullfouling,1998/1998,"Koçak F, Balduzzi A, Benli HA (2002) Epiphytic bryozoan community of Posidonia oceanica (L.) Delile meadow in the northern Cyprus (Eastern Mediterranean). Indian Journal of Marine Science 31: 235–238. | Michail C, Crocetta F, Zenetos A, Langeneck J, Tsiamis K, Tiralongo F, Kletou D, Constantinou G, Cai LL, Vasiliades L, Rousou M, Katsanevakis S, Tanduo V, Hadjieftychiou SI, Papageorgiou IV, Kleitou P (2026) Marine non-indigenous species of Cyprus: pathways, introduction dynamics, spatial patterns, and policy implications. Biological Invasions 28(97). https://doi.org/10.1007/s10530-026-03814-6"
https://www.gbif.org/species/1009044,CY,present,introduced,casual,unaided,1998/1998,"Koçak F, Balduzzi A, Benli HA (2002) Epiphytic bryozoan community of Posidonia oceanica (L.) Delile meadow in the northern Cyprus (Eastern Mediterranean). Indian Journal of Marine Science 31: 235–238. | Michail C, Crocetta F, Zenetos A, Langeneck J, Tsiamis K, Tiralongo F, Kletou D, Constantinou G, Cai LL, Vasiliades L, Rousou M, Katsanevakis S, Tanduo V, Hadjieftychiou SI, Papageorgiou IV, Kleitou P (2026) Marine non-indigenous species of Cyprus: pathways, introduction dynamics, spatial patterns, and policy implications. Biological Invasions 28(97). https://doi.org/10.1007/s10530-026-03814-6"
https://www.gbif.org/species/1010024,NO,present,introduced,invasive,transport - stowaway: ship/boat hull fouling,2014,
https://www.gbif.org/species/1010024,NO,present,introduced,invasive,corridors: interconnected waterways/basins/seas,2014,
https://www.gbif.org/species/1010024,GB,present,introduced,yes,,,
https://www.gbif.org/species/1010034,NO,present,introduced,,transport - stowaway: ship/boat hull fouling,,
https://www.gbif.org/species/1010034,NO,present,introduced,,corridors: interconnected waterways/basins/seas,,
https://www.gbif.org/species/1010071,PT,present,introduced,,,,
https://www.gbif.org/species/1010071,PT,present,introduced,,,,
https://www.gbif.org/species/1010076,FR,present,introduced,invasive,,2020,
https://www.gbif.org/species/1010076,PT,present,introduced,,,,
https://www.gbif.org/species/1010076,PT,present,introduced,,,,
https://www.gbif.org/species/1010205,IT,present,introduced,,,,
https://www.gbif.org/species/1010205,PT,present,introduced,,,,
https://www.gbif.org/species/1010300,IT,present,introduced,,,,
https://www.gbif.org/species/1010405,IT,present,introduced,,,,
https://www.gbif.org/species/1010644,BE,present,introduced,na,na,,"https://www.gbif.org/species/164300951: Hanseniella caldaria (Hansen, 1903) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2025). Ad hoc checklist of alien species in Belgium. Version 1.9. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs"
https://www.gbif.org/species/1010644,FR,present,introduced,,,2020,
https://www.gbif.org/species/1011002,FR,present,introduced,,,2020,
https://www.gbif.org/species/1012436,NO,present,introduced,,"transport - contaminant: transportation of habitat material (soil, vegetation, wood etc)",1994,
https://www.gbif.org/species/1012436,NO,present,introduced,,transport - contaminant: contaminant nursery material,1994,
https://www.gbif.org/species/1012436,NO,present,introduced,,transport - stowaway: container/bulk,1994,
https://www.gbif.org/species/1013209,GB,present,introduced,,,,
https://www.gbif.org/species/1013263,IS,present,introduced,,,,
https://www.gbif.org/species/1013271,DK,present,introduced,,,,
https://www.gbif.org/species/1013526,AT,present,introduced,,,,
https://www.gbif.org/species/1013526,BE,present,introduced,na,na,2015/2015,"https://www.gbif.org/species/164300948: Cylindroiulus britannicus (Verhoeff, 1891) in Reyserhove L, Groom Q, Adriaens T, Desmet P, Dekoninck W, Van Keer K, Lock K (2025). Ad hoc checklist of alien species in Belgium. Version 1.9. Research Institute for Nature and Forest (INBO). Checklist dataset https://doi.org/10.15468/3pmlxs"
https://www.gbif.org/species/1013526,CZ,present,introduced,,,,
https://www.gbif.org/species/1013526,DK,present,introduced,,,,
https://www.gbif.org/species/1013547,AT,present,introduced,,,,
https://www.gbif.org/species/1013547,CZ,present,introduced,,,,
https://www.gbif.org/species/1013578,AT,present,introduced,,,,
https://www.gbif.org/species/1013578,CZ,present,introduced,,,,
https://www.gbif.org/species/1013597,AT,present,introduced,,,,
https://www.gbif.org/species/1013597,DK,present,introduced,,,,
https://www.gbif.org/species/1013597,FR,present,introduced,,,2020,
https://www.gbif.org/species/1013597,NO,present,introduced,,transport - contaminant: timber trade,1998,
https://www.gbif.org/species/1013597,NO,present,introduced,,transport - stowaway: container/bulk,1998,
https://www.gbif.org/species/1013597,PL,present,introduced,,,,
https://www.gbif.org/species/1013610,DK,present,introduced,,,,
https://www.gbif.org/species/1013648,SE,present,introduced,,,,
https://www.gbif.org/species/1013651,AT,present,introduced,,,,
https://www.gbif.org/species/1013688,DK,present,introduced,,,,
https://www.gbif.org/species/1013932,IE,present,introduced,,,,
https://www.gbif.org/species/1014383,DK,present,introduced,,,,
https://www.gbif.org/species/1014383,EE,present,introduced,,,,
https://www.gbif.org/species/1014399,DK,present,introduced,,,,
https://www.gbif.org/species/1014399,IS,present,introduced,,,,
https://www.gbif.org/species/1014409,DK,present,introduced,,,,
https://www.gbif.org/species/1014424,IE,present,introduced,,,,
https://www.gbif.org/species/1014425,EE,present,introduced,,,,
https://www.gbif.org/species/1014453,DK,present,introduced,,,,
https://www.gbif.org/species/1014565,AT,present,introduced,,,,
https://www.gbif.org/species/1014565,BE,present,introduced,na,na,2015/2017,"https://www.gbif.org/species/206098642: Amphitomeus attemsi in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1014565,DK,present,introduced,,,,
https://www.gbif.org/species/1014565,PL,present,introduced,,,,
https://www.gbif.org/species/1014565,SE,present,introduced,,,,
https://www.gbif.org/species/1014625,DK,present,introduced,,,,
https://www.gbif.org/species/1015465,FR,present,introduced,,,2020,
https://www.gbif.org/species/1015472,AT,present,introduced,,,,
https://www.gbif.org/species/1015472,DK,present,introduced,,,,
https://www.gbif.org/species/1015472,FR,present,introduced,,,2020,
https://www.gbif.org/species/1015472,SE,present,introduced,,,,
https://www.gbif.org/species/1016602,AT,present,introduced,,,,
https://www.gbif.org/species/1016602,IE,present,introduced,,,,
https://www.gbif.org/species/1016841,BE,present,introduced,na,na,2020/2020,"https://www.gbif.org/species/206094988: Orthomorpha coarctata in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1017156,AT,present,introduced,,,,
https://www.gbif.org/species/1017156,FR,present,introduced,,,2020,
https://www.gbif.org/species/1017419,AT,present,introduced,,,,
https://www.gbif.org/species/1017419,BE,present,introduced,na,na,2009/2023,"https://www.gbif.org/species/206108403: Oxidus gracilis in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
https://www.gbif.org/species/1017419,BE,present,introduced,na,na,2017/2017,"https://www.gbif.org/species/206108403: Oxidus gracilis in Swinnen K, Bronne L, Herremans M, Gielen K, Adriaens T, Baartmans T, Baert D, Baltus H, Barendse R, Boeraeve M, Boers K, Bogaert J, Bosteels Y, Bouillard N, Claerebout S, De Knijf G, De Beer D, De Smedt P, De Cock R, De Grave D, De Ketelaere A, De Witte J, Deblauwe I, Decrick L, Dekeukeleire D, Deraedt H, Devalez J, D'Haeseleer J, Driessens G, Drukker D, Eysermans D, Fagot J, Hendrickx R, Jooris R, Langeraert W, Lavreys E, Lock K, Logghe G, Maes K, Mayon N, Moonen E, Mortelmans J, Muls D, Opdekamp W, Peeters K, Pieters R, Pollet M, Ravoet J, Rhebergen F, Schneider A, Schoonvaere K, Segers S, Septor R, Soors J, Speybroeck J, Steeman C, Steeman R, Thomaes A, Uitterhaegen B, van Doorn L, van der Schoot P, Van den Neucker T, van den Berg E, Van Sanden P, Van De Poel S, Van Steenwinkel C, Vanormelingen P, Vantieghem P, Veraghtert W, Verbelen D, Verbeylen G, Verhaeghe F, Verheyde F, Vermeiren H, Vertommen W, Zeegers T, Lambrechts J, Vanreusel W, Paquet J, Desmet P (2025). Waarnemingen.be / observations.be - List of species observed in Belgium. Version 1.3. Natuurpunt. Checklist dataset https://doi.org/10.15468/a7wkuh"
